Type,Weekday,Date,Date and Time,Bus,Route,Run,Trip,Driver,Fareset,Direction,Value,Description,Amount,Longitude,Latitude,Stop,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
107 - Run change,Tuesday,9/3/2019,9/3/2019 9:06,151,15,826,0,337,1, ,900,Run,0,-79.87525177,39.54433823,0,39.544423,-79.875005,1,rooftop,2761,Kingwood,,,Morgantown,WV,Monongalia County,26508,US,Statewide
138 - GPS latitude/longitude,Tuesday,9/3/2019,9/3/2019 9:19,151,15,900,0,337,1, ,0,Not Used,0,-79.99298096,39.56843185,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Tuesday,9/3/2019,9/3/2019 9:19,151,15,900,0,337,1, ,0,Preset,0.75,-79.99298096,39.56843185,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
116 - Stored value card,Tuesday,9/3/2019,9/3/2019 9:19,151,15,900,0,337,1, ,0,Preset,0,-79.99298096,39.56843185,0,39.568248,-79.992581,1,rooftop,1399,Smithtown,,,Morgantown,WV,Monongalia County,26508,US,Statewide
138 - GPS latitude/longitude,Tuesday,9/3/2019,9/3/2019 9:41,151,15,900,0,337,1, ,0,Not Used,0,-79.91539001,39.49805069,0,39.498018,-79.915296,1,rooftop,3585,Grafton,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Tuesday,9/3/2019,9/3/2019 9:41,151,15,900,0,337,1, ,0,Preset,0.75,-79.91539001,39.49805069,0,39.498018,-79.915296,1,rooftop,3585,Grafton,,,Morgantown,WV,Monongalia County,26508,US,Statewide
106 - Route change,Tuesday,9/3/2019,9/3/2019 10:08,151,15,900,0,337,1, ,12,Route,0,-79.91539001,39.49805069,0,39.498018,-79.915296,1,rooftop,3585,Grafton,,,Morgantown,WV,Monongalia County,26508,US,Statewide
107 - Run change,Wednesday,9/4/2019,9/4/2019 9:21,151,15,800,0,308,1, ,900,Run,0,-79.96791077,39.63394165,0,39.633841,-79.96816,1,rooftop,175,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
138 - GPS latitude/longitude,Wednesday,9/4/2019,9/4/2019 9:21,151,15,900,0,308,1, ,0,Not Used,0,-79.97689819,39.6321106,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
129 - Special card,Wednesday,9/4/2019,9/4/2019 9:21,151,15,900,0,308,1, ,0,Not Used,0,-79.97689819,39.6321106,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Wednesday,9/4/2019,9/4/2019 9:22,151,15,900,0,308,1, ,0,Preset,0.75,-79.97689819,39.6321106,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
129 - Special card,Wednesday,9/4/2019,9/4/2019 9:22,151,15,900,0,308,1, ,0,Not Used,0,-79.97689819,39.6321106,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
138 - GPS latitude/longitude,Wednesday,9/4/2019,9/4/2019 9:48,151,15,900,0,308,1, ,0,Not Used,0,-79.96804047,39.49306107,0,39.492896,-79.967985,1,rooftop,1862,Halleck,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Wednesday,9/4/2019,9/4/2019 9:48,151,15,900,0,308,1, ,14,Key D,0,-79.96804047,39.49306107,0,39.492896,-79.967985,1,rooftop,1862,Halleck,,,Morgantown,WV,Monongalia County,26508,US,Statewide
138 - GPS latitude/longitude,Wednesday,9/4/2019,9/4/2019 10:06,151,15,900,0,308,1, ,0,Not Used,0,-79.95903778,39.57944107,0,39.578734,-79.959303,0.99,rooftop,75,Retail,,,Morgantown,WV,Monongalia County,26508,US,Statewide
129 - Special card,Wednesday,9/4/2019,9/4/2019 10:06,151,15,900,0,308,1, ,0,Not Used,0,-79.95903778,39.57944107,0,39.578734,-79.959303,0.99,rooftop,75,Retail,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Wednesday,9/4/2019,9/4/2019 10:06,151,15,900,0,308,1, ,5,Key 5,0,-79.95903778,39.57944107,0,39.578734,-79.959303,0.99,rooftop,75,Retail,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Wednesday,9/4/2019,9/4/2019 10:06,151,15,900,0,308,1, ,4,Key 4,0,-79.95903778,39.57944107,0,39.578734,-79.959303,0.99,rooftop,75,Retail,,,Morgantown,WV,Monongalia County,26508,US,Statewide
138 - GPS latitude/longitude,Wednesday,9/4/2019,9/4/2019 10:18,151,15,900,0,308,1, ,0,Not Used,0,-79.96949005,39.63455963,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Wednesday,9/4/2019,9/4/2019 10:18,151,15,900,0,308,1, ,14,Key D,0,-79.96949005,39.63455963,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Wednesday,9/4/2019,9/4/2019 10:18,151,15,900,0,308,1, ,14,Key D,0,-79.96949005,39.63455963,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Wednesday,9/4/2019,9/4/2019 10:19,151,15,900,0,308,1, ,12,Route,0,-79.96949005,39.63455963,0,39.634577,-79.969253,1,rooftop,186,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Thursday,9/5/2019,9/5/2019 9:21,157,15,843,0,164,1, ,900,Run,0,-79.9766922,39.6322403,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/5/2019,9/5/2019 10:02,157,15,900,0,164,1, ,0,Preset,0.75,-79.9766922,39.6322403,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/5/2019,9/5/2019 10:24,157,15,900,0,164,1, ,14,Key D,0,-79.9766922,39.6322403,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Thursday,9/5/2019,9/5/2019 10:25,157,15,900,0,164,1, ,12,Route,0,-79.9766922,39.6322403,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Friday,9/6/2019,9/6/2019 9:43,157,15,843,0,164,1, ,900,Run,0,-79.97689819,39.63212967,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Friday,9/6/2019,9/6/2019 10:50,157,15,900,0,164,1, ,0,Preset,0.75,-79.97689819,39.63212967,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Friday,9/6/2019,9/6/2019 10:50,157,15,900,0,164,1, ,13,Key C,0,-79.97689819,39.63212967,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
142 - Issue card,Friday,9/6/2019,9/6/2019 10:50,157,15,900,0,164,1, ,10351057,Sequence Number,0,-79.97689819,39.63212967,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Friday,9/6/2019,9/6/2019 11:00,157,15,900,0,164,1, ,306,Route,0,-79.97689819,39.63212967,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Saturday,9/7/2019,9/7/2019 8:58,180,15,824,0,545,1, ,900,Run,0,-79.9984436,39.62820816,0,39.62792,-79.998566,1,rooftop,9601,Mall,,,Morgantown,WV,Monongalia County,26501,US,Statewide
129 - Special card,Saturday,9/7/2019,9/7/2019 9:00,180,15,900,0,545,1, ,0,Not Used,0,-79.9984436,39.62820816,0,39.62792,-79.998566,1,rooftop,9601,Mall,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Saturday,9/7/2019,9/7/2019 9:26,180,15,900,0,545,1, ,150,Route,0,-79.9984436,39.62820816,0,39.62792,-79.998566,1,rooftop,9601,Mall,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Saturday,9/7/2019,9/7/2019 15:10,180,15,1424,0,545,1, ,1500,Run,0,-79.9984436,39.62820816,0,39.62792,-79.998566,1,rooftop,9601,Mall,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Saturday,9/7/2019,9/7/2019 15:11,180,15,1500,0,545,1, ,14,Key D,0,-79.9984436,39.62820816,0,39.62792,-79.998566,1,rooftop,9601,Mall,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Saturday,9/7/2019,9/7/2019 15:42,180,15,1500,0,545,1, ,150,Route,0,-79.9984436,39.62820816,0,39.62792,-79.998566,1,rooftop,9601,Mall,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Monday,9/9/2019,9/9/2019 9:09,157,15,630,0,308,1, ,900,Run,0,-79.96636963,39.64891052,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
118 - Transfer received,Monday,9/9/2019,9/9/2019 9:19,157,15,900,0,308,1, ,64771,Sequence Number,0,-79.96636963,39.64891052,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
119 - Got fare,Monday,9/9/2019,9/9/2019 9:52,157,15,900,0,308,1, ,12,Key B,0,-79.96636963,39.64891052,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
119 - Got fare,Monday,9/9/2019,9/9/2019 9:53,157,15,900,0,308,1, ,4,Key 4,0,-79.96636963,39.64891052,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
119 - Got fare,Monday,9/9/2019,9/9/2019 9:53,157,15,900,0,308,1, ,0,Preset,0.75,-79.96636963,39.64891052,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
119 - Got fare,Monday,9/9/2019,9/9/2019 10:11,157,15,900,0,308,1, ,14,Key D,0,-79.96636963,39.64891052,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
115 - Period pass,Monday,9/9/2019,9/9/2019 10:14,157,15,900,0,308,1, ,15,TTP 1,0,-79.96636963,39.64891052,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
119 - Got fare,Monday,9/9/2019,9/9/2019 10:14,157,15,900,0,308,1, ,5,Key 5,0,-79.96636963,39.64891052,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
119 - Got fare,Monday,9/9/2019,9/9/2019 10:15,157,15,900,0,308,1, ,14,Key D,0,-79.96636963,39.64891052,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
106 - Route change,Monday,9/9/2019,9/9/2019 10:16,157,15,900,0,308,1, ,12,Route,0,-79.96636963,39.64891052,0,39.648626,-79.966179,1,rooftop,356,Evansdale,,,Morgantown,WV,Monongalia County,26506,US,Statewide
107 - Run change,Tuesday,9/10/2019,9/10/2019 9:24,157,15,826,0,337,1, ,900,Run,0,-79.96420288,39.64947891,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
104 - Driver change,Tuesday,9/10/2019,9/10/2019 9:27,157,15,900,0,308,1, ,308,Driver,0,-79.96420288,39.64947891,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Tuesday,9/10/2019,9/10/2019 9:41,157,15,900,0,308,1, ,0,Preset,0.75,-79.96420288,39.64947891,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
116 - Stored value card,Tuesday,9/10/2019,9/10/2019 9:41,157,15,900,0,308,1, ,0,Preset,0,-79.96420288,39.64947891,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
106 - Route change,Tuesday,9/10/2019,9/10/2019 10:32,157,15,900,0,308,1, ,31,Route,0,-79.96420288,39.64947891,0,39.649282,-79.964441,1,rooftop,2925,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
107 - Run change,Wednesday,9/11/2019,9/11/2019 9:24,157,15,826,0,337,1, ,900,Run,0,-79.97686005,39.63216019,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Wednesday,9/11/2019,9/11/2019 10:08,157,15,900,0,337,1, ,0,Preset,0.75,-79.97686005,39.63216019,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
104 - Driver change,Wednesday,9/11/2019,9/11/2019 10:23,157,15,900,0,308,1, ,308,Driver,0,-79.97686005,39.63216019,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Wednesday,9/11/2019,9/11/2019 10:23,157,15,900,0,308,1, ,12,Route,0,-79.97686005,39.63216019,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Thursday,9/12/2019,9/12/2019 9:19,157,15,800,0,164,1, ,900,Run,0,-79.98352051,39.63169098,0,39.631652,-79.9838,1,rooftop,874,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/12/2019,9/12/2019 9:28,157,15,900,0,164,1, ,0,Preset,0.75,-79.98352051,39.63169098,0,39.631652,-79.9838,1,rooftop,874,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/12/2019,9/12/2019 9:28,157,15,900,0,164,1, ,13,Key C,0,-79.98352051,39.63169098,0,39.631652,-79.9838,1,rooftop,874,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/12/2019,9/12/2019 9:28,157,15,900,0,164,1, ,64,Dump,0.25,-79.98352051,39.63169098,0,39.631652,-79.9838,1,rooftop,874,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/12/2019,9/12/2019 9:28,157,15,900,0,164,1, ,5,Key 5,0,-79.98352051,39.63169098,0,39.631652,-79.9838,1,rooftop,874,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/12/2019,9/12/2019 9:40,157,15,900,0,164,1, ,14,Key D,0,-79.98352051,39.63169098,0,39.631652,-79.9838,1,rooftop,874,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Thursday,9/12/2019,9/12/2019 9:40,157,15,900,0,164,1, ,14,Key D,0,-79.98352051,39.63169098,0,39.631652,-79.9838,1,rooftop,874,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
142 - Issue card,Thursday,9/12/2019,9/12/2019 9:58,157,15,900,0,164,1, ,10351090,Sequence Number,0,-79.98352051,39.63169098,0,39.631652,-79.9838,1,rooftop,874,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Friday,9/13/2019,9/13/2019 9:25,156,15,800,0,164,1, ,900,Run,0,-79.97689056,39.6321106,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Friday,9/13/2019,9/13/2019 10:34,156,15,900,0,164,1, ,12,Route,0,-79.97689056,39.6321106,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
154 - Driver login via GPS,Friday,9/13/2019,9/13/2019 11:05,157,15,900,0,0,1, ,0,Driver,0,-79.98352051,39.63169098,0,39.631652,-79.9838,1,rooftop,874,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
104 - Driver change,Friday,9/13/2019,9/13/2019 11:05,157,15,900,0,553,1, ,553,Driver,0,-79.98352051,39.63169098,0,39.631652,-79.9838,1,rooftop,874,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
106 - Route change,Friday,9/13/2019,9/13/2019 11:05,157,15,900,0,553,1, ,12,Route,0,-79.98352051,39.63169098,0,39.631652,-79.9838,1,rooftop,874,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
107 - Run change,Saturday,9/14/2019,9/14/2019 9:05,183,15,824,0,545,1, ,900,Run,0,-79.95722198,39.65127182,0,39.651005,-79.958471,0.99,rooftop,842,Country Clb,,,Morgantown,WV,Monongalia County,26505,US,Statewide
129 - Special card,Saturday,9/14/2019,9/14/2019 9:06,183,15,900,0,545,1, ,0,Not Used,0,-79.95722198,39.65127182,0,39.651005,-79.958471,0.99,rooftop,842,Country Clb,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Saturday,9/14/2019,9/14/2019 9:33,183,15,900,0,545,1, ,14,Key D,0,-79.95722198,39.65127182,0,39.651005,-79.958471,0.99,rooftop,842,Country Clb,,,Morgantown,WV,Monongalia County,26505,US,Statewide
106 - Route change,Saturday,9/14/2019,9/14/2019 9:37,183,15,900,0,545,1, ,150,Route,0,-79.95722198,39.65127182,0,39.651005,-79.958471,0.99,rooftop,842,Country Clb,,,Morgantown,WV,Monongalia County,26505,US,Statewide
107 - Run change,Saturday,9/14/2019,9/14/2019 15:01,183,15,1424,0,545,1, ,1500,Run,0,-79.95722198,39.65127182,0,39.651005,-79.958471,0.99,rooftop,842,Country Clb,,,Morgantown,WV,Monongalia County,26505,US,Statewide
114 - Stored ride card,Saturday,9/14/2019,9/14/2019 15:13,183,15,1500,0,545,1, ,3,TTP 3,0,-79.95722198,39.65127182,0,39.651005,-79.958471,0.99,rooftop,842,Country Clb,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Saturday,9/14/2019,9/14/2019 15:14,183,15,1500,0,545,1, ,32,TTP 18,0.5,-79.95722198,39.65127182,0,39.651005,-79.958471,0.99,rooftop,842,Country Clb,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Saturday,9/14/2019,9/14/2019 15:22,183,15,1500,0,545,1, ,14,Key D,0,-79.95722198,39.65127182,0,39.651005,-79.958471,0.99,rooftop,842,Country Clb,,,Morgantown,WV,Monongalia County,26505,US,Statewide
106 - Route change,Saturday,9/14/2019,9/14/2019 15:38,183,15,1500,0,545,1, ,150,Route,0,-79.95722198,39.65127182,0,39.651005,-79.958471,0.99,rooftop,842,Country Clb,,,Morgantown,WV,Monongalia County,26505,US,Statewide
107 - Run change,Monday,9/16/2019,9/16/2019 9:31,156,15,824,0,523,1, ,900,Run,0,-79.95420837,39.62881851,0,39.628765,-79.954623,1,rooftop,276,Walnut,,,Morgantown,WV,Monongalia County,26505,US,Statewide
138 - GPS latitude/longitude,Monday,9/16/2019,9/16/2019 9:32,156,15,900,0,523,1, ,0,Not Used,0,-79.97693634,39.63222122,0,39.632359,-79.978128,0.99,rooftop,727,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Monday,9/16/2019,9/16/2019 9:32,156,15,900,0,523,1, ,14,Key D,0,-79.97693634,39.63222122,0,39.632359,-79.978128,0.99,rooftop,727,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Monday,9/16/2019,9/16/2019 9:32,156,15,900,0,523,1, ,14,Key D,0,-79.97693634,39.63222122,0,39.632359,-79.978128,0.99,rooftop,727,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Monday,9/16/2019,9/16/2019 9:32,156,15,900,0,523,1, ,14,Key D,0,-79.97693634,39.63222122,0,39.632359,-79.978128,0.99,rooftop,727,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
129 - Special card,Monday,9/16/2019,9/16/2019 9:32,156,15,900,0,523,1, ,0,Not Used,0,-79.97693634,39.63222122,0,39.632359,-79.978128,0.99,rooftop,727,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Monday,9/16/2019,9/16/2019 9:32,156,15,900,0,523,1, ,4,Key 4,0,-79.97693634,39.63222122,0,39.632359,-79.978128,0.99,rooftop,727,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Monday,9/16/2019,9/16/2019 9:32,156,15,900,0,523,1, ,5,Key 5,0,-79.97693634,39.63222122,0,39.632359,-79.978128,0.99,rooftop,727,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
138 - GPS latitude/longitude,Monday,9/16/2019,9/16/2019 9:34,156,15,900,0,523,1, ,0,Not Used,0,-79.97689056,39.63217926,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Monday,9/16/2019,9/16/2019 9:34,156,15,900,0,523,1, ,0,Preset,0.75,-79.97689056,39.63217926,0,39.631883,-79.976638,1,rooftop,691,Fairmont,,,Morgantown,WV,Monongalia County,26501,US,Statewide
138 - GPS latitude/longitude,Monday,9/16/2019,9/16/2019 9:37,156,15,900,0,523,1, ,0,Not Used,0,-79.9655838,39.6335907,0,39.633415,-79.965535,1,rooftop,143,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
119 - Got fare,Monday,9/16/2019,9/16/2019 9:37,156,15,900,0,523,1, ,0,Preset,0.75,-79.9655838,39.6335907,0,39.633415,-79.965535,1,rooftop,143,Holland,,,Morgantown,WV,Monongalia County,26501,US,Statewide
138 - GPS latitude/longitude,Monday,9/16/2019,9/16/2019 9:38,156,15,900,0,523,1, ,0,Not Used,0,-79.95883179,39.62990952,0,39.62961,-79.958985,1,rooftop,1125,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
119 - Got fare,Monday,9/16/2019,9/16/2019 9:38,156,15,900,0,523,1, ,14,Key D,0,-79.95883179,39.62990952,0,39.62961,-79.958985,1,rooftop,1125,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
138 - GPS latitude/longitude,Monday,9/16/2019,9/16/2019 10:02,156,15,900,0,523,1, ,0,Not Used,0,-79.9681015,39.49311066,0,39.492896,-79.967985,1,rooftop,1862,Halleck,,,Morgantown,WV,Monongalia County,26508,US,Statewide
119 - Got fare,Monday,9/16/2019,9/16/2019 10:02,156,15,900,0,523,1, ,14,Key D,0,-79.9681015,39.49311066,0,39.492896,-79.967985,1,rooftop,1862,Halleck,,,Morgantown,WV,Monongalia County,26508,US,Statewide
106 - Route change,Monday,9/16/2019,9/16/2019 10:08,156,15,900,0,523,1, ,150,Route,0,-79.9681015,39.49311066,0,39.492896,-79.967985,1,rooftop,1862,Halleck,,,Morgantown,WV,Monongalia County,26508,US,Statewide
107 - Run change,Tuesday,9/17/2019,9/17/2019 9:19,157,15,824,0,404,1, ,900,Run,0,-79.95796967,39.6302681,0,39.63038,-79.958174,1,rooftop,1279,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
129 - Special card,Tuesday,9/17/2019,9/17/2019 9:27,157,15,900,0,404,1, ,0,Not Used,0,-79.95796967,39.6302681,0,39.63038,-79.958174,1,rooftop,1279,University,,,Morgantown,WV,Monongalia County,26505,US,Statewide
